rank,candidate_id,semantic_score,skill_score,behavior_score,experience_score,final_score,explanation
278,CAND_0094952,0.7366,4.4133,0.5076,0.7,1.6045,Positive candidate engagement signals
279,CAND_0020140,0.7323,4.45,0.4684,0.7,1.6041,Moderate overall profile match
280,CAND_0040251,0.7253,4.4133,0.3034,1.0,1.6041,Relevant professional experience
281,CAND_0064801,0.7419,4.34,0.3618,1.0,1.6041,Relevant professional experience
282,CAND_0093767,0.7424,4.3967,0.2892,1.0,1.604,Relevant professional experience
283,CAND_0041799,0.7431,4.65,0.191,0.7,1.603,Moderate overall profile match
284,CAND_0018525,0.7499,4.5433,0.0852,1.0,1.6028,Relevant professional experience
285,CAND_0001537,0.7487,4.2867,0.407,1.0,1.6026,Relevant professional experience
286,CAND_0027898,0.7292,4.34,0.6028,0.7,1.6022,Positive candidate engagement signals
287,CAND_0090716,0.7363,4.5367,0.1174,1.0,1.6022,Relevant professional experience
288,CAND_0034880,0.7426,4.5667,0.066,1.0,1.6019,Relevant professional experience
289,CAND_0092898,0.752,4.7267,0.0724,0.7,1.6019,Strong semantic match with job description
290,CAND_0005922,0.7415,4.4033,0.272,1.0,1.6018,Relevant professional experience
291,CAND_0030570,0.7326,4.69,-0.0696,1.0,1.6016,Relevant professional experience
292,CAND_0039382,0.7281,4.59,0.0614,1.0,1.601,Relevant professional experience
293,CAND_0097731,0.7516,4.44,0.4264,0.7,1.6009,Strong semantic match with job description
294,CAND_0076503,0.7182,4.6,0.0674,1.0,1.6008,Relevant professional experience
295,CAND_0094767,0.7518,4.1333,0.8082,0.7,1.6007,Strong semantic match with job description; Positive candidate engagement signals
296,CAND_0047454,0.7452,4.3133,0.596,0.7,1.6006,Positive candidate engagement signals
297,CAND_0020570,0.7207,4.6733,-0.031,1.0,1.6004,Relevant professional experience
298,CAND_0070364,0.7658,4.25,0.6326,0.7,1.6003,Strong semantic match with job description; Positive candidate engagement signals
299,CAND_0008441,0.707,4.3167,0.4412,1.0,1.6002,Relevant professional experience
300,CAND_0004733,0.7334,4.3133,0.3908,1.0,1.5998,Relevant professional experience
301,CAND_0025086,0.7253,4.51,0.3858,0.7,1.5998,Moderate overall profile match
302,CAND_0086963,0.7574,4.5133,0.3176,0.7,1.5998,Strong semantic match with job description
303,CAND_0046216,0.7534,4.4933,0.125,1.0,1.5997,Strong semantic match with job description; Relevant professional experience
304,CAND_0034222,0.7507,4.4133,0.23,1.0,1.5996,Strong semantic match with job description; Relevant professional experience
305,CAND_0048943,0.7338,4.43,0.243,1.0,1.5996,Relevant professional experience
306,CAND_0058327,0.7502,4.6233,0.1934,0.7,1.5996,Strong semantic match with job description
307,CAND_0036476,0.7415,4.2367,0.4678,1.0,1.5993,Relevant professional experience
308,CAND_0033562,0.7631,4.5933,0.203,0.7,1.5992,Strong semantic match with job description
309,CAND_0096194,0.7248,4.3633,0.3424,1.0,1.5992,Relevant professional experience
310,CAND_0065066,0.7313,4.7067,0.1202,0.7,1.5982,Moderate overall profile match
311,CAND_0076805,0.757,4.41,0.4388,0.7,1.5981,Strong semantic match with job description
312,CAND_0074300,0.7527,4.69,0.0972,0.7,1.598,Strong semantic match with job description
313,CAND_0089895,0.7454,4.4867,0.1404,1.0,1.5979,Relevant professional experience
314,CAND_0066259,0.7098,4.34,0.3936,1.0,1.5977,Relevant professional experience
315,CAND_0035065,0.7252,4.2967,0.4158,1.0,1.5974,Relevant professional experience
316,CAND_0042618,0.7534,4.3133,0.5628,0.7,1.5973,Strong semantic match with job description; Positive candidate engagement signals
317,CAND_0008102,0.7458,4.4667,0.3854,0.7,1.5971,Moderate overall profile match
318,CAND_0011199,0.7424,4.5167,0.3298,0.7,1.5971,Moderate overall profile match
319,CAND_0002980,0.7321,4.41,0.4834,0.7,1.597,Moderate overall profile match
320,CAND_0012287,0.7405,4.55,0.0658,1.0,1.5969,Relevant professional experience
321,CAND_0082303,0.7113,4.3733,0.3446,1.0,1.5968,Relevant professional experience
322,CAND_0098757,0.7517,4.37,0.4928,0.7,1.5967,Strong semantic match with job description
323,CAND_0017329,0.7378,4.51,0.345,0.7,1.5966,Moderate overall profile match
324,CAND_0003291,0.745,4.5367,0.671,0.2,1.5964,Positive candidate engagement signals
325,CAND_0020231,0.721,4.5633,0.086,1.0,1.5964,Relevant professional experience
326,CAND_0076511,0.7186,4.6567,0.1976,0.7,1.5961,Moderate overall profile match
327,CAND_0007726,0.7259,4.36,0.3272,1.0,1.5958,Relevant professional experience
328,CAND_0097889,0.728,4.4933,0.3796,0.7,1.5955,Moderate overall profile match
329,CAND_0052459,0.696,4.3933,0.342,1.0,1.5951,Relevant professional experience
330,CAND_0022748,0.7137,4.3067,0.414,1.0,1.5949,Relevant professional experience
331,CAND_0016136,0.7428,4.6333,0.1718,0.7,1.5948,Moderate overall profile match
332,CAND_0016369,0.7549,4.64,0.1378,0.7,1.5945,Strong semantic match with job description
333,CAND_0036644,0.7188,4.6067,0.0264,1.0,1.5945,Relevant professional experience
334,CAND_0022702,0.7439,4.6533,0.1422,0.7,1.5943,Moderate overall profile match
335,CAND_0097685,0.7392,4.5433,0.064,1.0,1.5943,Relevant professional experience
336,CAND_0095151,0.7544,4.52,0.062,1.0,1.5942,Strong semantic match with job description; Relevant professional experience
337,CAND_0057796,0.7426,4.36,0.5104,0.7,1.5941,Positive candidate engagement signals
338,CAND_0060220,0.7579,4.64,0.5048,0.2,1.5941,Strong semantic match with job description; Positive candidate engagement signals
339,CAND_0086168,0.754,4.2867,0.5776,0.7,1.5938,Strong semantic match with job description; Positive candidate engagement signals
340,CAND_0009997,0.739,4.13,0.5772,1.0,1.5936,Positive candidate engagement signals; Relevant professional experience
341,CAND_0038827,0.7558,4.43,0.394,0.7,1.5936,Strong semantic match with job description
342,CAND_0085542,0.7235,4.4867,0.1618,1.0,1.5934,Relevant professional experience
343,CAND_0019910,0.7553,4.4467,0.1464,1.0,1.5931,Strong semantic match with job description; Relevant professional experience
344,CAND_0060624,0.7459,4.4467,0.165,1.0,1.593,Relevant professional experience
345,CAND_0011383,0.7413,4.2633,0.4018,1.0,1.5927,Relevant professional experience
346,CAND_0094691,0.7271,4.5233,0.3278,0.7,1.5922,Moderate overall profile match
347,CAND_0001347,0.7597,4.1867,0.4578,1.0,1.5921,Strong semantic match with job description; Relevant professional experience
348,CAND_0053579,0.7503,4.46,0.1352,1.0,1.5921,Strong semantic match with job description; Relevant professional experience
349,CAND_0074037,0.7217,4.3067,0.608,0.7,1.592,Positive candidate engagement signals
350,CAND_0019465,0.7419,4.4567,0.379,0.7,1.5917,Moderate overall profile match
351,CAND_0093761,0.7455,4.3533,0.2752,1.0,1.5916,Relevant professional experience
352,CAND_0042262,0.7437,4.5033,0.316,0.7,1.5915,Moderate overall profile match
353,CAND_0087331,0.7407,4.3467,0.5178,0.7,1.5915,Positive candidate engagement signals
354,CAND_0002590,0.6949,4.5667,0.109,1.0,1.5914,Relevant professional experience
355,CAND_0052827,0.767,4.0,0.673,1.0,1.5914,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
356,CAND_0007471,0.7263,4.54,0.3034,0.7,1.5912,Moderate overall profile match
357,CAND_0003895,0.7115,4.3067,0.3984,1.0,1.591,Relevant professional experience
358,CAND_0019104,0.7332,4.2633,0.6332,0.7,1.5908,Positive candidate engagement signals
359,CAND_0098071,0.7225,4.4933,0.3666,0.7,1.5906,Moderate overall profile match
360,CAND_0001999,0.7343,4.4767,0.363,0.7,1.5905,Moderate overall profile match
361,CAND_0071564,0.7587,4.02,0.6578,1.0,1.59,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
362,CAND_0072462,0.7207,4.21,0.4962,1.0,1.59,Relevant professional experience
363,CAND_0091364,0.7673,4.19,0.6526,0.7,1.59,Strong semantic match with job description; Positive candidate engagement signals
364,CAND_0039550,0.7477,4.4567,0.3568,0.7,1.5896,Moderate overall profile match
365,CAND_0023729,0.7397,4.56,0.016,1.0,1.5891,Relevant professional experience
366,CAND_0054849,0.7399,4.7333,0.3992,0.2,1.5891,Moderate overall profile match
367,CAND_0021477,0.7409,4.4867,0.3298,0.7,1.589,Moderate overall profile match
368,CAND_0033830,0.7403,4.4833,0.3352,0.7,1.589,Moderate overall profile match
369,CAND_0068512,0.7511,4.7533,-0.0238,0.7,1.589,Strong semantic match with job description
370,CAND_0053492,0.7538,4.5267,0.0268,1.0,1.5885,Strong semantic match with job description; Relevant professional experience
371,CAND_0066945,0.7525,4.1133,0.77,0.7,1.5883,Strong semantic match with job description; Positive candidate engagement signals
372,CAND_0036694,0.7474,4.43,0.3838,0.7,1.5882,Moderate overall profile match
373,CAND_0021972,0.7356,4.3967,0.4484,0.7,1.5881,Moderate overall profile match
374,CAND_0052448,0.7221,4.6067,-0.0118,1.0,1.5881,Relevant professional experience
375,CAND_0073650,0.7482,4.58,-0.0308,1.0,1.5881,Relevant professional experience
376,CAND_0085329,0.7536,4.33,0.2706,1.0,1.5881,Strong semantic match with job description; Relevant professional experience
377,CAND_0003029,0.732,4.0667,0.6426,1.0,1.588,Positive candidate engagement signals; Relevant professional experience
378,CAND_0006922,0.7251,4.6733,0.1222,0.7,1.5878,Moderate overall profile match
379,CAND_0089290,0.7233,4.0,0.7426,1.0,1.5878,Positive candidate engagement signals; Relevant professional experience
380,CAND_0089902,0.7482,4.73,0.0054,0.7,1.5878,Moderate overall profile match
381,CAND_0042949,0.7358,4.3467,0.5078,0.7,1.5875,Positive candidate engagement signals
382,CAND_0056116,0.7576,4.6267,0.113,0.7,1.5873,Strong semantic match with job description
383,CAND_0064578,0.7578,4.5467,-0.0124,1.0,1.5873,Strong semantic match with job description; Relevant professional experience
384,CAND_0091200,0.7525,4.2267,0.3976,1.0,1.5872,Strong semantic match with job description; Relevant professional experience
385,CAND_0017314,0.7193,4.4433,0.4168,0.7,1.5869,Moderate overall profile match
386,CAND_0025067,0.7126,4.5867,0.025,1.0,1.5867,Relevant professional experience
387,CAND_0005208,0.7331,4.5867,0.2078,0.7,1.5865,Moderate overall profile match
388,CAND_0017495,0.7379,4.2433,0.4022,1.0,1.5864,Relevant professional experience
389,CAND_0088708,0.72,4.5,0.1172,1.0,1.5864,Relevant professional experience
390,CAND_0050064,0.7297,4.5467,0.0376,1.0,1.5861,Relevant professional experience
391,CAND_0030597,0.7013,4.3667,0.5426,0.7,1.5857,Positive candidate engagement signals
392,CAND_0092810,0.7288,4.46,0.371,0.7,1.5857,Moderate overall profile match
393,CAND_0084786,0.7372,4.4367,0.156,1.0,1.5852,Relevant professional experience
394,CAND_0052100,0.7023,4.5367,0.1,1.0,1.5851,Relevant professional experience
395,CAND_0005783,0.7332,4.44,0.1552,1.0,1.5843,Relevant professional experience
396,CAND_0023035,0.7383,4.1533,0.5022,1.0,1.5841,Positive candidate engagement signals; Relevant professional experience
397,CAND_0091969,0.7575,4.4067,0.3718,0.7,1.584,Strong semantic match with job description
398,CAND_0046766,0.7581,4.2667,0.5432,0.7,1.5835,Strong semantic match with job description; Positive candidate engagement signals
399,CAND_0079649,0.7213,4.35,0.5094,0.7,1.5829,Positive candidate engagement signals
400,CAND_0099937,0.7299,4.54,0.2544,0.7,1.5829,Moderate overall profile match
401,CAND_0070980,0.7544,4.4267,0.121,1.0,1.5826,Strong semantic match with job description; Relevant professional experience
402,CAND_0071920,0.7499,4.2533,0.346,1.0,1.5825,Relevant professional experience
403,CAND_0021888,0.7479,4.45,0.1026,1.0,1.5822,Relevant professional experience
404,CAND_0086878,0.6991,4.7067,0.1046,0.7,1.5822,Moderate overall profile match
405,CAND_0054159,0.753,4.71,-0.008,0.7,1.5821,Strong semantic match with job description
406,CAND_0054968,0.7302,4.7133,0.4076,0.2,1.5819,Moderate overall profile match
407,CAND_0079569,0.7588,4.41,0.3542,0.7,1.5819,Strong semantic match with job description
408,CAND_0025128,0.7479,4.3433,0.4586,0.7,1.5817,Moderate overall profile match
409,CAND_0049561,0.7261,4.3067,0.323,1.0,1.5817,Relevant professional experience
410,CAND_0022801,0.7545,4.3333,0.2314,1.0,1.5814,Strong semantic match with job description; Relevant professional experience
411,CAND_0013799,0.7412,4.6033,0.1452,0.7,1.5813,Moderate overall profile match
412,CAND_0056097,0.7459,4.4133,0.373,0.7,1.5813,Moderate overall profile match
413,CAND_0074657,0.7687,4.4333,0.3024,0.7,1.5813,Strong semantic match with job description
414,CAND_0044938,0.7283,4.7,0.049,0.7,1.5811,Moderate overall profile match
415,CAND_0053436,0.7419,4.4867,0.0632,1.0,1.5811,Relevant professional experience
416,CAND_0065321,0.7549,4.3867,0.3874,0.7,1.5811,Strong semantic match with job description
417,CAND_0091485,0.7503,4.5867,0.5216,0.2,1.5811,Strong semantic match with job description; Positive candidate engagement signals
418,CAND_0087876,0.7367,4.6733,0.4402,0.2,1.581,Moderate overall profile match
419,CAND_0055670,0.7536,4.36,0.4218,0.7,1.5808,Strong semantic match with job description
420,CAND_0041211,0.7463,4.46,0.0854,1.0,1.5806,Relevant professional experience
421,CAND_0016128,0.7437,4.2533,0.3464,1.0,1.5801,Relevant professional experience
422,CAND_0038218,0.7244,4.0267,0.6674,1.0,1.5799,Positive candidate engagement signals; Relevant professional experience
423,CAND_0067514,0.7629,4.58,0.1236,0.7,1.5799,Strong semantic match with job description
424,CAND_0029313,0.7571,4.5367,0.1888,0.7,1.5798,Strong semantic match with job description
425,CAND_0085588,0.7423,4.48,0.2892,0.7,1.5798,Moderate overall profile match
426,CAND_0061002,0.738,4.42,0.3726,0.7,1.5797,Moderate overall profile match
427,CAND_0088891,0.7617,4.2,0.6,0.7,1.5797,Strong semantic match with job description; Positive candidate engagement signals
428,CAND_0024946,0.7012,4.33,0.5582,0.7,1.5796,Positive candidate engagement signals
429,CAND_0091342,0.754,4.28,0.5148,0.7,1.5796,Strong semantic match with job description; Positive candidate engagement signals
430,CAND_0088482,0.7428,4.3333,0.2452,1.0,1.5795,Relevant professional experience
431,CAND_0048366,0.7219,4.54,0.0278,1.0,1.5793,Relevant professional experience
432,CAND_0012446,0.7427,4.51,0.022,1.0,1.579,Relevant professional experience
433,CAND_0041065,0.7403,4.1633,0.6848,0.7,1.5789,Positive candidate engagement signals
434,CAND_0003395,0.7105,4.42,0.1978,1.0,1.5788,Relevant professional experience
435,CAND_0042528,0.7339,4.3967,0.4046,0.7,1.5787,Moderate overall profile match
436,CAND_0065423,0.7412,4.2967,0.2902,1.0,1.5787,Relevant professional experience
437,CAND_0068872,0.7579,4.2567,0.5316,0.7,1.5787,Strong semantic match with job description; Positive candidate engagement signals
438,CAND_0007965,0.7537,4.2033,0.6058,0.7,1.5785,Strong semantic match with job description; Positive candidate engagement signals
439,CAND_0022381,0.7312,4.61,0.1422,0.7,1.5784,Moderate overall profile match
440,CAND_0044773,0.7271,4.3867,0.2044,1.0,1.5784,Relevant professional experience
441,CAND_0025853,0.7052,4.7,0.0806,0.7,1.5782,Moderate overall profile match
442,CAND_0035276,0.7263,4.4267,0.3796,0.7,1.5781,Moderate overall profile match
443,CAND_0042058,0.7133,4.4133,0.4218,0.7,1.578,Moderate overall profile match
444,CAND_0096116,0.7233,4.31,0.304,1.0,1.5776,Relevant professional experience
